Time [h]	T [C]
310.75	-16.65
310.80	-16.72
310.85	-16.79
310.90	-16.86
310.95	-16.93
311.00	-17.00
311.05	-17.06
311.10	-17.13
311.15	-17.20
311.20	-17.26
311.25	-17.33
311.30	-17.40
311.35	-17.46
311.40	-17.52
311.45	-17.59
311.50	-17.65
311.55	-17.71
311.60	-17.77
311.65	-17.83
311.70	-17.89
311.75	-17.95
311.80	-18.01
311.85	-18.07
311.90	-18.13
311.95	-18.18
312.00	-18.24
312.05	-18.30
312.10	-18.35
312.15	-18.40
312.20	-18.46
312.25	-18.51
312.30	-18.56
312.35	-18.61
312.40	-18.66
312.45	-18.71
312.50	-18.76
312.55	-18.81
312.60	-18.85
312.65	-18.90
312.70	-18.94
312.75	-18.99
312.80	-19.03
312.85	-19.07
312.90	-19.11
312.95	-19.15
313.00	-19.19
313.05	-19.23
313.10	-19.27
313.15	-19.31
313.20	-19.34
313.25	-19.38
313.30	-19.41
313.35	-19.45
313.40	-19.48
313.45	-19.51
313.50	-19.54
313.55	-19.57
313.60	-19.60
313.65	-19.63
313.70	-19.65
313.75	-19.68
313.80	-19.71
313.85	-19.73
313.90	-19.75
313.95	-19.77
314.00	-19.79
314.05	-19.81
314.10	-19.83
314.15	-19.85
314.20	-19.87
314.25	-19.88
314.30	-19.90
314.35	-19.91
314.40	-19.93
314.45	-19.94
314.50	-19.95
314.55	-19.96
314.60	-19.97
314.65	-19.97
314.70	-19.98
314.75	-19.99
314.80	-19.99
314.85	-20.00
314.90	-20.00
314.95	-20.00
315.00	-20.00
315.05	-20.00
315.10	-20.00
315.15	-20.00
315.20	-19.99
315.25	-19.99
315.30	-19.98
315.35	-19.98
315.40	-19.97
315.45	-19.96
315.50	-19.95
315.55	-19.94
315.60	-19.93
315.65	-19.91
315.70	-19.90
315.75	-19.89
315.80	-19.87
315.85	-19.85
315.90	-19.84
315.95	-19.82
316.00	-19.80
316.05	-19.78
316.10	-19.75
316.15	-19.73
316.20	-19.71
316.25	-19.68
316.30	-19.66
316.35	-19.63
316.40	-19.60
316.45	-19.57
316.50	-19.54
316.55	-19.51
316.60	-19.48
316.65	-19.45
316.70	-19.42
316.75	-19.38
316.80	-19.35
316.85	-19.31
316.90	-19.27
316.95	-19.24
317.00	-19.20
317.05	-19.16
317.10	-19.12
317.15	-19.08
317.20	-19.03
317.25	-18.99
317.30	-18.95
317.35	-18.90
317.40	-18.86
317.45	-18.81
317.50	-18.76
317.55	-18.71
317.60	-18.67
317.65	-18.62
317.70	-18.56
317.75	-18.51
317.80	-18.46
317.85	-18.41
317.90	-18.35
317.95	-18.30
318.00	-18.25
318.05	-18.19
318.10	-18.13
318.15	-18.08
318.20	-18.02
318.25	-17.96
318.30	-17.90
318.35	-17.84
318.40	-17.78
318.45	-17.72
318.50	-17.66
318.55	-17.59
318.60	-17.53
318.65	-17.47
318.70	-17.40
318.75	-17.34
318.80	-17.27
318.85	-17.20
318.90	-17.14
318.95	-17.07
319.00	-17.00
319.05	-16.94
319.10	-16.87
319.15	-16.80
319.20	-16.73
319.25	-16.66
319.30	-16.59
319.35	-16.52
319.40	-16.44
319.45	-16.37
319.50	-16.30
319.55	-16.23
319.60	-16.15
319.65	-16.08
319.70	-16.01
319.75	-15.93
319.80	-15.86
319.85	-15.78
319.90	-15.71
319.95	-15.63
320.00	-15.56
320.05	-15.48
320.10	-15.40
320.15	-15.33
320.20	-15.25
320.25	-15.17
320.30	-15.10
320.35	-15.02
320.40	-14.94
320.45	-14.86
320.50	-14.79
320.55	-14.71
320.60	-14.63
320.65	-14.55
320.70	-14.47
320.75	-14.40
320.80	-14.32
320.85	-14.24
320.90	-14.16
320.95	-14.08
321.00	-14.00
321.05	-13.93
321.10	-13.85
321.15	-13.77
321.20	-13.69
321.25	-13.61
321.30	-13.53
321.35	-13.45
321.40	-13.38
321.45	-13.30
321.50	-13.22
321.55	-13.14
321.60	-13.07
321.65	-12.99
321.70	-12.91
321.75	-12.83
321.80	-12.76
321.85	-12.68
321.90	-12.60
321.95	-12.53
322.00	-12.45
322.05	-12.38
322.10	-12.30
322.15	-12.22
322.20	-12.15
322.25	-12.07
322.30	-12.00
322.35	-11.93
322.40	-11.85
322.45	-11.78
322.50	-11.71
322.55	-11.64
322.60	-11.56
322.65	-11.49
322.70	-11.42
322.75	-11.35
322.80	-11.28
322.85	-11.21
322.90	-11.14
322.95	-11.07
323.00	-11.00
323.05	-10.94
323.10	-10.87
323.15	-10.80
323.20	-10.74
323.25	-10.67
323.30	-10.60
323.35	-10.54
323.40	-10.48
323.45	-10.41
323.50	-10.35
323.55	-10.29
323.60	-10.23
323.65	-10.17
323.70	-10.11
323.75	-10.05
323.80	-9.99
323.85	-9.93
323.90	-9.87
323.95	-9.82
324.00	-9.76
324.05	-9.70
324.10	-9.65
324.15	-9.60
324.20	-9.54
324.25	-9.49
324.30	-9.44
324.35	-9.39
324.40	-9.34
324.45	-9.29
324.50	-9.24
324.55	-9.19
324.60	-9.15
324.65	-9.10
324.70	-9.06
324.75	-9.01
324.80	-8.97
324.85	-8.93
324.90	-8.89
324.95	-8.85
325.00	-8.81
325.05	-8.77
325.10	-8.73
325.15	-8.69
325.20	-8.66
325.25	-8.62
325.30	-8.59
325.35	-8.55
325.40	-8.52
325.45	-8.49
325.50	-8.46
325.55	-8.43
325.60	-8.40
325.65	-8.37
325.70	-8.35
325.75	-8.32
325.80	-8.29
325.85	-8.27
325.90	-8.25
325.95	-8.23
326.00	-8.21
326.05	-8.19
326.10	-8.17
326.15	-8.15
326.20	-8.13
326.25	-8.12
326.30	-8.10
326.35	-8.09
326.40	-8.07
326.45	-8.06
326.50	-8.05
326.55	-8.04
326.60	-8.03
326.65	-8.03
326.70	-8.02
326.75	-8.01
326.80	-8.01
326.85	-8.00
326.90	-8.00
326.95	-8.00
327.00	-8.00
327.05	-8.00
327.10	-8.00
327.15	-8.00
327.20	-8.01
327.25	-8.01
327.30	-8.02
327.35	-8.02
327.40	-8.03
327.45	-8.04
327.50	-8.05
327.55	-8.06
327.60	-8.07
327.65	-8.09
327.70	-8.10
327.75	-8.11
327.80	-8.13
327.85	-8.15
327.90	-8.16
327.95	-8.18
328.00	-8.20
328.05	-8.22
328.10	-8.25
328.15	-8.27
328.20	-8.29
328.25	-8.32
328.30	-8.34
328.35	-8.37
328.40	-8.40
328.45	-8.43
328.50	-8.46
328.55	-8.49
328.60	-8.52
328.65	-8.55
328.70	-8.58
328.75	-8.62
328.80	-8.65
328.85	-8.69
328.90	-8.73
328.95	-8.76
329.00	-8.80
329.05	-8.84
329.10	-8.88
329.15	-8.92
329.20	-8.97
329.25	-9.01
329.30	-9.05
329.35	-9.10
329.40	-9.14
329.45	-9.19
329.50	-9.24
329.55	-9.29
329.60	-9.33
329.65	-9.38
329.70	-9.44
329.75	-9.49
329.80	-9.54
329.85	-9.59
329.90	-9.65
329.95	-9.70
330.00	-9.75
330.05	-9.81
330.10	-9.87
330.15	-9.92
330.20	-9.98
330.25	-10.04
330.30	-10.10
330.35	-10.16
330.40	-10.22
330.45	-10.28
330.50	-10.34
330.55	-10.41
330.60	-10.47
330.65	-10.53
330.70	-10.60
330.75	-10.66
330.80	-10.73
330.85	-10.80
330.90	-10.86
330.95	-10.93
331.00	-11.00
331.05	-11.06
331.10	-11.13
331.15	-11.20
331.20	-11.27
331.25	-11.34
331.30	-11.41
331.35	-11.48
331.40	-11.56
331.45	-11.63
331.50	-11.70
331.55	-11.77
331.60	-11.85
331.65	-11.92
331.70	-11.99
331.75	-12.07
331.80	-12.14
331.85	-12.22
331.90	-12.29
331.95	-12.37
332.00	-12.44
332.05	-12.52
332.10	-12.60
332.15	-12.67
332.20	-12.75
332.25	-12.83
332.30	-12.90
332.35	-12.98
332.40	-13.06
332.45	-13.14
332.50	-13.21
332.55	-13.29
332.60	-13.37
332.65	-13.45
332.70	-13.53
332.75	-13.60
332.80	-13.68
332.85	-13.76
332.90	-13.84
332.95	-13.92
333.00	-14.00
333.05	-14.07
333.10	-14.15
333.15	-14.23
333.20	-14.31
333.25	-14.39
333.30	-14.47
333.35	-14.55
333.40	-14.62
333.45	-14.70
333.50	-14.78
333.55	-14.86
333.60	-14.93
333.65	-15.01
333.70	-15.09
333.75	-15.17
333.80	-15.24
333.85	-15.32
333.90	-15.40
333.95	-15.47
334.00	-15.55
334.05	-15.62
334.10	-15.70
334.15	-15.78
334.20	-15.85
334.25	-15.92
334.30	-16.00
334.35	-16.07
334.40	-16.15
334.45	-16.22
334.50	-16.29
334.55	-16.36
334.60	-16.44
334.65	-16.51
334.70	-16.58
334.75	-16.65
334.80	-16.72
334.85	-16.79
334.90	-16.86
334.95	-16.93
335.00	-17.00
335.05	-17.06
335.10	-17.13
335.15	-17.20
335.20	-17.26
335.25	-17.33
335.30	-17.40
335.35	-17.46
335.40	-17.52
335.45	-17.59
335.50	-17.65
335.55	-17.71
335.60	-17.77
335.65	-17.83
335.70	-17.89
335.75	-17.95
335.80	-18.01
335.85	-18.07
335.90	-18.13
335.95	-18.18
336.00	-18.24
336.05	-18.30
336.10	-18.35
336.15	-18.40
336.20	-18.46
336.25	-18.51
336.30	-18.56
336.35	-18.61
336.40	-18.66
336.45	-18.71
336.50	-18.76
336.55	-18.81
336.60	-18.85
336.65	-18.90
336.70	-18.94
336.75	-18.99
336.80	-19.03
336.85	-19.07
336.90	-19.11
336.95	-19.15
337.00	-19.19
337.05	-19.23
337.10	-19.27
337.15	-19.31
337.20	-19.34
337.25	-19.38
337.30	-19.41
337.35	-19.45
337.40	-19.48
337.45	-19.51
337.50	-19.54
337.55	-19.57
337.60	-19.60
337.65	-19.63
337.70	-19.65
337.75	-19.68
337.80	-19.71
337.85	-19.73
337.90	-19.75
337.95	-19.77
338.00	-19.79
338.05	-19.81
338.10	-19.83
338.15	-19.85
338.20	-19.87
338.25	-19.88
338.30	-19.90
338.35	-19.91
338.40	-19.93
338.45	-19.94
338.50	-19.95
338.55	-19.96
338.60	-19.97
338.65	-19.97
338.70	-19.98
338.75	-19.99
338.80	-19.99
338.85	-20.00
338.90	-20.00
338.95	-20.00
339.00	-20.00
339.05	-20.00
339.10	-20.00
339.15	-20.00
339.20	-19.99
339.25	-19.99
339.30	-19.98
339.35	-19.98
339.40	-19.97
339.45	-19.96
339.50	-19.95
339.55	-19.94
339.60	-19.93
339.65	-19.91
339.70	-19.90
339.75	-19.89
339.80	-19.87
339.85	-19.85
339.90	-19.84
339.95	-19.82
340.00	-19.80
340.05	-19.78
340.10	-19.75
340.15	-19.73
340.20	-19.71
340.25	-19.68
340.30	-19.66
340.35	-19.63
340.40	-19.60
340.45	-19.57
340.50	-19.54
340.55	-19.51
340.60	-19.48
340.65	-19.45
340.70	-19.42
340.75	-19.38
340.80	-19.35
340.85	-19.31
340.90	-19.27
340.95	-19.24
341.00	-19.20
341.05	-19.16
341.10	-19.12
341.15	-19.08
341.20	-19.03
341.25	-18.99
341.30	-18.95
341.35	-18.90
341.40	-18.86
341.45	-18.81
341.50	-18.76
341.55	-18.71
341.60	-18.67
341.65	-18.62
341.70	-18.57
341.75	-18.51
341.80	-18.46
341.85	-18.41
341.90	-18.36
341.95	-18.30
342.00	-18.25
342.05	-18.19
342.10	-18.13
342.15	-18.08
342.20	-18.02
342.25	-17.96
342.30	-17.90
342.35	-17.84
342.40	-17.78
342.45	-17.72
342.50	-17.66
342.55	-17.59
342.60	-17.53
342.65	-17.47
342.70	-17.40
342.75	-17.34
342.80	-17.27
342.85	-17.21
342.90	-17.14
342.95	-17.07
343.00	-17.00
343.05	-16.94
343.10	-16.87
343.15	-16.80
343.20	-16.73
343.25	-16.66
343.30	-16.59
343.35	-16.52
343.40	-16.44
343.45	-16.37
343.50	-16.30
343.55	-16.23
343.60	-16.15
343.65	-16.08
343.70	-16.01
343.75	-15.93
343.80	-15.86
343.85	-15.78
343.90	-15.71
343.95	-15.63
344.00	-15.56
344.05	-15.48
344.10	-15.40
344.15	-15.33
344.20	-15.25
344.25	-15.17
344.30	-15.10
344.35	-15.02
344.40	-14.94
344.45	-14.86
344.50	-14.79
344.55	-14.71
344.60	-14.63
344.65	-14.55
344.70	-14.47
344.75	-14.40
344.80	-14.32
344.85	-14.24
344.90	-14.16
344.95	-14.08
345.00	-14.00
345.05	-13.93
345.10	-13.85
345.15	-13.77
345.20	-13.69
345.25	-13.61
345.30	-13.53
345.35	-13.46
345.40	-13.38
345.45	-13.30
345.50	-13.22
345.55	-13.14
345.60	-13.07
345.65	-12.99
345.70	-12.91
345.75	-12.83
345.80	-12.76
345.85	-12.68
345.90	-12.60
345.95	-12.53
346.00	-12.45
346.05	-12.38
346.10	-12.30
346.15	-12.22
346.20	-12.15
346.25	-12.08
346.30	-12.00
346.35	-11.93
346.40	-11.85
346.45	-11.78
346.50	-11.71
346.55	-11.64
346.60	-11.56
346.65	-11.49
346.70	-11.42
346.75	-11.35
346.80	-11.28
346.85	-11.21
346.90	-11.14
346.95	-11.07
347.00	-11.00
347.05	-10.94
347.10	-10.87
347.15	-10.80
347.20	-10.74
347.25	-10.67
347.30	-10.60
347.35	-10.54
347.40	-10.48
347.45	-10.41
347.50	-10.35
347.55	-10.29
347.60	-10.23
347.65	-10.17
347.70	-10.11
347.75	-10.05
347.80	-9.99
347.85	-9.93
347.90	-9.87
347.95	-9.82
348.00	-9.76
348.05	-9.71
348.10	-9.65
348.15	-9.60
348.20	-9.54
348.25	-9.49
348.30	-9.44
348.35	-9.39
348.40	-9.34
348.45	-9.29
348.50	-9.24
348.55	-9.19
348.60	-9.15
348.65	-9.10
348.70	-9.06
348.75	-9.01
348.80	-8.97
348.85	-8.93
348.90	-8.89
348.95	-8.85
349.00	-8.81
349.05	-8.77
349.10	-8.73
349.15	-8.69
349.20	-8.66
349.25	-8.62
349.30	-8.59
349.35	-8.55
349.40	-8.52
349.45	-8.49
349.50	-8.46
349.55	-8.43
349.60	-8.40
349.65	-8.37
349.70	-8.35
349.75	-8.32
349.80	-8.29
349.85	-8.27
349.90	-8.25
349.95	-8.23
350.00	-8.21
350.05	-8.19
350.10	-8.17
350.15	-8.15
350.20	-8.13
350.25	-8.12
350.30	-8.10
350.35	-8.09
350.40	-8.07
350.45	-8.06
350.50	-8.05
350.55	-8.04
350.60	-8.03
350.65	-8.03
350.70	-8.02
350.75	-8.01
350.80	-8.01
350.85	-8.00
350.90	-8.00
350.95	-8.00
351.00	-8.00
351.05	-8.00
351.10	-8.00
351.15	-8.00
351.20	-8.01
351.25	-8.01
351.30	-8.02
351.35	-8.02
351.40	-8.03
351.45	-8.04
351.50	-8.05
351.55	-8.06
351.60	-8.07
351.65	-8.09
351.70	-8.10
351.75	-8.11
351.80	-8.13
351.85	-8.15
351.90	-8.16
351.95	-8.18
352.00	-8.20
352.05	-8.22
352.10	-8.25
352.15	-8.27
352.20	-8.29
352.25	-8.32
352.30	-8.34
352.35	-8.37
352.40	-8.40
352.45	-8.43
352.50	-8.46
352.55	-8.49
352.60	-8.52
352.65	-8.55
352.70	-8.58
352.75	-8.62
352.80	-8.65
352.85	-8.69
352.90	-8.73
352.95	-8.76
353.00	-8.80
353.05	-8.84
353.10	-8.88
353.15	-8.92
353.20	-8.97
353.25	-9.01
353.30	-9.05
353.35	-9.10
353.40	-9.14
353.45	-9.19
353.50	-9.24
353.55	-9.29
353.60	-9.33
353.65	-9.38
353.70	-9.43
353.75	-9.49
353.80	-9.54
353.85	-9.59
353.90	-9.64
353.95	-9.70
354.00	-9.75
354.05	-9.81
354.10	-9.87
354.15	-9.92
354.20	-9.98
354.25	-10.04
354.30	-10.10
354.35	-10.16
354.40	-10.22
354.45	-10.28
354.50	-10.34
354.55	-10.41
354.60	-10.47
354.65	-10.53
354.70	-10.60
354.75	-10.66
354.80	-10.73
354.85	-10.79
354.90	-10.86
354.95	-10.93
355.00	-11.00
355.05	-11.06
355.10	-11.13
355.15	-11.20
355.20	-11.27
355.25	-11.34
355.30	-11.41
355.35	-11.48
355.40	-11.56
355.45	-11.63
355.50	-11.70
355.55	-11.77
355.60	-11.85
355.65	-11.92
355.70	-11.99
355.75	-12.07
355.80	-12.14
355.85	-12.22
355.90	-12.29
355.95	-12.37
356.00	-12.44
356.05	-12.52
356.10	-12.60
356.15	-12.67
356.20	-12.75
356.25	-12.83
356.30	-12.90
356.35	-12.98
356.40	-13.06
356.45	-13.13
356.50	-13.21
356.55	-13.29
356.60	-13.37
356.65	-13.45
356.70	-13.53
356.75	-13.60
356.80	-13.68
356.85	-13.76
356.90	-13.84
356.95	-13.92
357.00	-14.00
357.05	-14.07
357.10	-14.15
357.15	-14.23
357.20	-14.31
357.25	-14.39
357.30	-14.47
357.35	-14.54
357.40	-14.62
357.45	-14.70
357.50	-14.78
357.55	-14.86
357.60	-14.93
357.65	-15.01
357.70	-15.09
357.75	-15.17
357.80	-15.24
357.85	-15.32
357.90	-15.40
357.95	-15.47
358.00	-15.55
358.05	-15.62
358.10	-15.70
358.15	-15.78
358.20	-15.85
358.25	-15.92
358.30	-16.00
358.35	-16.07
358.40	-16.15
358.45	-16.22
358.50	-16.29
358.55	-16.36
358.60	-16.44
358.65	-16.51
358.70	-16.58
358.75	-16.65
358.80	-16.72
358.85	-16.79
358.90	-16.86
358.95	-16.93
359.00	-17.00
359.05	-17.06
359.10	-17.13
359.15	-17.20
359.20	-17.26
359.25	-17.33
359.30	-17.39
359.35	-17.46
359.40	-17.52
359.45	-17.59
359.50	-17.65
359.55	-17.71
359.60	-17.77
359.65	-17.83
359.70	-17.89
359.75	-17.95
359.80	-18.01
359.85	-18.07
359.90	-18.13
359.95	-18.18
360.00	-18.24
360.05	-18.29
360.10	-18.35
360.15	-18.40
360.20	-18.46
360.25	-18.51
360.30	-18.56
360.35	-18.61
360.40	-18.66
360.45	-18.71
360.50	-18.76
360.55	-18.80
360.60	-18.85
360.65	-18.90
360.70	-18.94
360.75	-18.99
360.80	-19.03
360.85	-19.07
360.90	-19.11
360.95	-19.15
361.00	-19.19
361.05	-19.23
361.10	-19.27
361.15	-19.31
361.20	-19.34
361.25	-19.38
361.30	-19.41
361.35	-19.45
361.40	-19.48
361.45	-19.51
361.50	-19.54
361.55	-19.57
361.60	-19.60
361.65	-19.63
361.70	-19.65
361.75	-19.68
361.80	-19.71
361.85	-19.73
361.90	-19.75
361.95	-19.77
362.00	-19.79
362.05	-19.81
362.10	-19.83
362.15	-19.85
362.20	-19.87
362.25	-19.88
362.30	-19.90
362.35	-19.91
362.40	-19.93
362.45	-19.94
362.50	-19.95
362.55	-19.96
362.60	-19.97
362.65	-19.97
362.70	-19.98
362.75	-19.99
362.80	-19.99
362.85	-20.00
362.90	-20.00
362.95	-20.00
363.00	-20.00
363.05	-20.00
363.10	-20.00
363.15	-20.00
363.20	-19.99
363.25	-19.99
363.30	-19.98
363.35	-19.98
363.40	-19.97
363.45	-19.96
363.50	-19.95
363.55	-19.94
363.60	-19.93
363.65	-19.91
363.70	-19.90
363.75	-19.89
363.80	-19.87
363.85	-19.85
363.90	-19.84
363.95	-19.82
364.00	-19.80
364.05	-19.78
364.10	-19.75
364.15	-19.73
364.20	-19.71
364.25	-19.68
364.30	-19.66
364.35	-19.63
364.40	-19.60
364.45	-19.57
364.50	-19.54
364.55	-19.51
364.60	-19.48
364.65	-19.45
364.70	-19.42
364.75	-19.38
364.80	-19.35
364.85	-19.31
364.90	-19.27
364.95	-19.24
365.00	-19.20
365.05	-19.16
365.10	-19.12
365.15	-19.08
365.20	-19.03
365.25	-18.99
365.30	-18.95
365.35	-18.90
365.40	-18.86
365.45	-18.81
365.50	-18.76
365.55	-18.71
365.60	-18.67
365.65	-18.62
365.70	-18.57
365.75	-18.51
365.80	-18.46
365.85	-18.41
365.90	-18.36
365.95	-18.30
366.00	-18.25
366.05	-18.19
366.10	-18.13
366.15	-18.08
366.20	-18.02
366.25	-17.96
366.30	-17.90
366.35	-17.84
366.40	-17.78
366.45	-17.72
366.50	-17.66
366.55	-17.59
366.60	-17.53
366.65	-17.47
366.70	-17.40
366.75	-17.34
366.80	-17.27
366.85	-17.21
366.90	-17.14
366.95	-17.07
367.00	-17.00
367.05	-16.94
367.10	-16.87
367.15	-16.80
367.20	-16.73
367.25	-16.66
367.30	-16.59
367.35	-16.52
367.40	-16.44
367.45	-16.37
367.50	-16.30
367.55	-16.23
367.60	-16.15
367.65	-16.08
367.70	-16.01
367.75	-15.93
367.80	-15.86
367.85	-15.78
367.90	-15.71
367.95	-15.63
368.00	-15.56
368.05	-15.48
368.10	-15.40
368.15	-15.33
368.20	-15.25
368.25	-15.17
368.30	-15.10
368.35	-15.02
368.40	-14.94
368.45	-14.87
368.50	-14.79
368.55	-14.71
368.60	-14.63
368.65	-14.55
368.70	-14.48
368.75	-14.40
368.80	-14.32
368.85	-14.24
368.90	-14.16
368.95	-14.08
369.00	-14.00
369.05	-13.93
369.10	-13.85
369.15	-13.77
369.20	-13.69
369.25	-13.61
369.30	-13.53
369.35	-13.46
369.40	-13.38
369.45	-13.30
369.50	-13.22
369.55	-13.14
369.60	-13.07
369.65	-12.99
369.70	-12.91
369.75	-12.83
369.80	-12.76
369.85	-12.68
369.90	-12.60
369.95	-12.53
370.00	-12.45
370.05	-12.38
370.10	-12.30
370.15	-12.22
370.20	-12.15
370.25	-12.08
370.30	-12.00
370.35	-11.93
370.40	-11.85
370.45	-11.78
370.50	-11.71
370.55	-11.64
370.60	-11.56
370.65	-11.49
370.70	-11.42
370.75	-11.35
370.80	-11.28
370.85	-11.21
370.90	-11.14
370.95	-11.07
371.00	-11.00
371.05	-10.94
371.10	-10.87
371.15	-10.80
371.20	-10.74
371.25	-10.67
371.30	-10.61
371.35	-10.54
371.40	-10.48
371.45	-10.41
371.50	-10.35
371.55	-10.29
371.60	-10.23
371.65	-10.17
371.70	-10.11
371.75	-10.05
371.80	-9.99
371.85	-9.93
371.90	-9.87
371.95	-9.82
372.00	-9.76
372.05	-9.71
372.10	-9.65
372.15	-9.60
372.20	-9.54
372.25	-9.49
372.30	-9.44
372.35	-9.39
372.40	-9.34
372.45	-9.29
372.50	-9.24
372.55	-9.20
372.60	-9.15
372.65	-9.10
372.70	-9.06
372.75	-9.01
372.80	-8.97
372.85	-8.93
372.90	-8.89
372.95	-8.85
373.00	-8.81
373.05	-8.77
373.10	-8.73
373.15	-8.69
373.20	-8.66
373.25	-8.62
373.30	-8.59
373.35	-8.55
373.40	-8.52
373.45	-8.49
373.50	-8.46
373.55	-8.43
373.60	-8.40
373.65	-8.37
373.70	-8.35
373.75	-8.32
373.80	-8.30
373.85	-8.27
373.90	-8.25
373.95	-8.23
374.00	-8.21
374.05	-8.19
374.10	-8.17
374.15	-8.15
374.20	-8.13
374.25	-8.12
374.30	-8.10
374.35	-8.09
374.40	-8.07
374.45	-8.06
374.50	-8.05
374.55	-8.04
374.60	-8.03
374.65	-8.03
374.70	-8.02
374.75	-8.01
374.80	-8.01
374.85	-8.00
374.90	-8.00
374.95	-8.00
375.00	-8.00
375.05	-8.00
375.10	-8.00
375.15	-8.00
375.20	-8.01
375.25	-8.01
375.30	-8.02
375.35	-8.02
375.40	-8.03
375.45	-8.04
375.50	-8.05
375.55	-8.06
375.60	-8.07
375.65	-8.09
375.70	-8.10
375.75	-8.11
375.80	-8.13
375.85	-8.15
375.90	-8.16
375.95	-8.18
376.00	-8.20
376.05	-8.22
376.10	-8.25
376.15	-8.27
376.20	-8.29
376.25	-8.32
376.30	-8.34
376.35	-8.37
376.40	-8.40
376.45	-8.43
376.50	-8.46
376.55	-8.49
376.60	-8.52
376.65	-8.55
376.70	-8.58
376.75	-8.62
376.80	-8.65
376.85	-8.69
376.90	-8.72
376.95	-8.76
377.00	-8.80
377.05	-8.84
377.10	-8.88
377.15	-8.92
377.20	-8.97
377.25	-9.01
377.30	-9.05
377.35	-9.10
377.40	-9.14
377.45	-9.19
377.50	-9.24
377.55	-9.29
377.60	-9.33
377.65	-9.38
377.70	-9.43
377.75	-9.49
377.80	-9.54
377.85	-9.59
377.90	-9.64
377.95	-9.70
378.00	-9.75
378.05	-9.81
378.10	-9.87
378.15	-9.92
378.20	-9.98
378.25	-10.04
378.30	-10.10
378.35	-10.16
378.40	-10.22
378.45	-10.28
378.50	-10.34
378.55	-10.41
378.60	-10.47
378.65	-10.53
378.70	-10.60
378.75	-10.66
378.80	-10.73
378.85	-10.79
378.90	-10.86
378.95	-10.93
379.00	-11.00
379.05	-11.06
379.10	-11.13
379.15	-11.20
379.20	-11.27
379.25	-11.34
379.30	-11.41
379.35	-11.48
379.40	-11.56
379.45	-11.63
379.50	-11.70
379.55	-11.77
379.60	-11.85
379.65	-11.92
379.70	-11.99
379.75	-12.07
379.80	-12.14
379.85	-12.22
379.90	-12.29
379.95	-12.37
380.00	-12.44
380.05	-12.52
380.10	-12.59
380.15	-12.67
380.20	-12.75
380.25	-12.83
380.30	-12.90
380.35	-12.98
380.40	-13.06
380.45	-13.13
380.50	-13.21
380.55	-13.29
380.60	-13.37
380.65	-13.45
380.70	-13.52
380.75	-13.60
380.80	-13.68
380.85	-13.76
380.90	-13.84
380.95	-13.92
381.00	-14.00
381.05	-14.07
381.10	-14.15
381.15	-14.23
381.20	-14.31
381.25	-14.39
381.30	-14.47
381.35	-14.54
381.40	-14.62
381.45	-14.70
381.50	-14.78
381.55	-14.86
381.60	-14.93
381.65	-15.01
381.70	-15.09
381.75	-15.17
381.80	-15.24
381.85	-15.32
381.90	-15.40
381.95	-15.47
382.00	-15.55
382.05	-15.62
382.10	-15.70
382.15	-15.77
382.20	-15.85
382.25	-15.92
382.30	-16.00
382.35	-16.07
382.40	-16.15
382.45	-16.22
382.50	-16.29
382.55	-16.36
382.60	-16.44
382.65	-16.51
382.70	-16.58
382.75	-16.65
382.80	-16.72
382.85	-16.79
382.90	-16.86
382.95	-16.93
383.00	-17.00
383.05	-17.06
383.10	-17.13
383.15	-17.20
383.20	-17.26
383.25	-17.33
383.30	-17.39
383.35	-17.46
383.40	-17.52
383.45	-17.59
383.50	-17.65
383.55	-17.71
383.60	-17.77
383.65	-17.83
383.70	-17.89
383.75	-17.95
383.80	-18.01
383.85	-18.07
383.90	-18.13
383.95	-18.18
384.00	-18.24
384.05	-18.29
384.10	-18.35
384.15	-18.40
384.20	-18.46
384.25	-18.51
384.30	-18.56
384.35	-18.61
384.40	-18.66
384.45	-18.71
384.50	-18.76
384.55	-18.80
384.60	-18.85
384.65	-18.90
384.70	-18.94
384.75	-18.99
384.80	-19.03
384.85	-19.07
384.90	-19.11
384.95	-19.15
385.00	-19.19
385.05	-19.23
385.10	-19.27
385.15	-19.31
385.20	-19.34
385.25	-19.38
385.30	-19.41
385.35	-19.45
385.40	-19.48
385.45	-19.51
385.50	-19.54
385.55	-19.57
385.60	-19.60
385.65	-19.63
385.70	-19.65
385.75	-19.68
385.80	-19.70
385.85	-19.73
385.90	-19.75
385.95	-19.77
386.00	-19.79
386.05	-19.81
386.10	-19.83
386.15	-19.85
386.20	-19.87
386.25	-19.88
386.30	-19.90
386.35	-19.91
386.40	-19.93
386.45	-19.94
386.50	-19.95
386.55	-19.96
386.60	-19.97
386.65	-19.97
386.70	-19.98
386.75	-19.99
386.80	-19.99
386.85	-20.00
386.90	-20.00
386.95	-20.00
387.00	-20.00
387.05	-20.00
387.10	-20.00
387.15	-20.00
387.20	-19.99
387.25	-19.99
387.30	-19.98
387.35	-19.98
387.40	-19.97
387.45	-19.96
387.50	-19.95
387.55	-19.94
387.60	-19.93
387.65	-19.91
387.70	-19.90
387.75	-19.89
387.80	-19.87
387.85	-19.85
387.90	-19.84
387.95	-19.82
388.00	-19.80
388.05	-19.78
388.10	-19.75
388.15	-19.73
388.20	-19.71
388.25	-19.68
388.30	-19.66
388.35	-19.63
388.40	-19.60
